Election District,County,Borough,Assembly District,City Council District
082/30,Queens,Queens,30,22
001/31,Queens,Queens,31,32
002/31,Queens,Queens,31,28
003/31,Queens,Queens,31,28
004/31,Queens,Queens,31,28
005/31,Queens,Queens,31,28
006/31,Queens,Queens,31,28
007/31,Queens,Queens,31,28
008/31,Queens,Queens,31,32
009/31,Queens,Queens,31,28
010/31,Queens,Queens,31,28
011/31,Queens,Queens,31,28
012/31,Queens,Queens,31,28
013/31,Queens,Queens,31,28
014/31,Queens,Queens,31,28
015/31,Queens,Queens,31,28
016/31,Queens,Queens,31,28
017/31,Queens,Queens,31,28
018/31,Queens,Queens,31,28
019/31,Queens,Queens,31,28
020/31,Queens,Queens,31,28
021/31,Queens,Queens,31,31
022/31,Queens,Queens,31,28
023/31,Queens,Queens,31,32
024/31,Queens,Queens,31,28
025/31,Queens,Queens,31,28
026/31,Queens,Queens,31,32
027/31,Queens,Queens,31,32
028/31,Queens,Queens,31,32
029/31,Queens,Queens,31,31
030/31,Queens,Queens,31,32
031/31,Queens,Queens,31,32
032/31,Queens,Queens,31,31
033/31,Queens,Queens,31,31
034/31,Queens,Queens,31,31
035/31,Queens,Queens,31,31
036/31,Queens,Queens,31,31
037/31,Queens,Queens,31,31
038/31,Queens,Queens,31,31
039/31,Queens,Queens,31,31
040/31,Queens,Queens,31,31
041/31,Queens,Queens,31,31
042/31,Queens,Queens,31,31
043/31,Queens,Queens,31,31
044/31,Queens,Queens,31,31
045/31,Queens,Queens,31,31
046/31,Queens,Queens,31,31
047/31,Queens,Queens,31,31
048/31,Queens,Queens,31,31
049/31,Queens,Queens,31,31
050/31,Queens,Queens,31,31
051/31,Queens,Queens,31,31
052/31,Queens,Queens,31,31
053/31,Queens,Queens,31,31
054/31,Queens,Queens,31,31
055/31,Queens,Queens,31,31
056/31,Queens,Queens,31,31
057/31,Queens,Queens,31,31
058/31,Queens,Queens,31,31
059/31,Queens,Queens,31,31
060/31,Queens,Queens,31,31
061/31,Queens,Queens,31,31
062/31,Queens,Queens,31,31
063/31,Queens,Queens,31,31
064/31,Queens,Queens,31,31
078/31,Queens,Queens,31,28
079/31,Queens,Queens,31,31
080/31,Queens,Queens,31,32
081/31,Queens,Queens,31,28
082/31,Queens,Queens,31,28
083/31,Queens,Queens,31,31
084/31,Queens,Queens,31,31
085/31,Queens,Queens,31,31
086/31,Queens,Queens,31,31
001/32,Queens,Queens,32,24
002/32,Queens,Queens,32,24
003/32,Queens,Queens,32,24
004/32,Queens,Queens,32,24
005/32,Queens,Queens,32,24
006/32,Queens,Queens,32,24
007/32,Queens,Queens,32,24
008/32,Queens,Queens,32,24
009/32,Queens,Queens,32,24
010/32,Queens,Queens,32,24
011/32,Queens,Queens,32,24
012/32,Queens,Queens,32,24
013/32,Queens,Queens,32,27
014/32,Queens,Queens,32,27
015/32,Queens,Queens,32,28
016/32,Queens,Queens,32,28
017/32,Queens,Queens,32,28
018/32,Queens,Queens,32,28
019/32,Queens,Queens,32,28
020/32,Queens,Queens,32,28
021/32,Queens,Queens,32,28
022/32,Queens,Queens,32,28
023/32,Queens,Queens,32,28
024/32,Queens,Queens,32,28
025/32,Queens,Queens,32,28
026/32,Queens,Queens,32,28
027/32,Queens,Queens,32,28
028/32,Queens,Queens,32,28
029/32,Queens,Queens,32,28
030/32,Queens,Queens,32,28
031/32,Queens,Queens,32,28
032/32,Queens,Queens,32,28
033/32,Queens,Queens,32,28
034/32,Queens,Queens,32,28
035/32,Queens,Queens,32,28
036/32,Queens,Queens,32,28
037/32,Queens,Queens,32,28
038/32,Queens,Queens,32,28
039/32,Queens,Queens,32,28
040/32,Queens,Queens,32,27
041/32,Queens,Queens,32,27
042/32,Queens,Queens,32,27
043/32,Queens,Queens,32,27
044/32,Queens,Queens,32,28
045/32,Queens,Queens,32,27
046/32,Queens,Queens,32,27
047/32,Queens,Queens,32,28
048/32,Queens,Queens,32,27
049/32,Queens,Queens,32,28
050/32,Queens,Queens,32,28
051/32,Queens,Queens,32,28
052/32,Queens,Queens,32,28
053/32,Queens,Queens,32,28
054/32,Queens,Queens,32,28
055/32,Queens,Queens,32,28
056/32,Queens,Queens,32,28
057/32,Queens,Queens,32,28
058/32,Queens,Queens,32,28
059/32,Queens,Queens,32,31
060/32,Queens,Queens,32,31
061/32,Queens,Queens,32,31
062/32,Queens,Queens,32,28
063/32,Queens,Queens,32,28
064/32,Queens,Queens,32,28
065/32,Queens,Queens,32,28
066/32,Queens,Queens,32,28
067/32,Queens,Queens,32,28
068/32,Queens,Queens,32,28
069/32,Queens,Queens,32,28
070/32,Queens,Queens,32,28
071/32,Queens,Queens,32,28
072/32,Queens,Queens,32,27
073/32,Queens,Queens,32,27
074/32,Queens,Queens,32,27
075/32,Queens,Queens,32,28
076/32,Queens,Queens,32,31
077/32,Queens,Queens,32,28
078/32,Queens,Queens,32,27
079/32,Queens,Queens,32,27
080/32,Queens,Queens,32,24
081/32,Queens,Queens,32,28
082/32,Queens,Queens,32,28
083/32,Queens,Queens,32,28
084/32,Queens,Queens,32,31
001/33,Queens,Queens,33,23
002/33,Queens,Queens,33,23
003/33,Queens,Queens,33,23
004/33,Queens,Queens,33,23
005/33,Queens,Queens,33,23
006/33,Queens,Queens,33,23
007/33,Queens,Queens,33,23
008/33,Queens,Queens,33,23
009/33,Queens,Queens,33,23
010/33,Queens,Queens,33,23
011/33,Queens,Queens,33,23
012/33,Queens,Queens,33,23
013/33,Queens,Queens,33,23
014/33,Queens,Queens,33,23
015/33,Queens,Queens,33,23
016/33,Queens,Queens,33,23
017/33,Queens,Queens,33,23
018/33,Queens,Queens,33,23
019/33,Queens,Queens,33,23
020/33,Queens,Queens,33,23
021/33,Queens,Queens,33,23
022/33,Queens,Queens,33,23
023/33,Queens,Queens,33,23
024/33,Queens,Queens,33,23
025/33,Queens,Queens,33,23
026/33,Queens,Queens,33,23
027/33,Queens,Queens,33,23
028/33,Queens,Queens,33,23
029/33,Queens,Queens,33,27
030/33,Queens,Queens,33,27
031/33,Queens,Queens,33,27
032/33,Queens,Queens,33,27
033/33,Queens,Queens,33,27
034/33,Queens,Queens,33,27
035/33,Queens,Queens,33,27
036/33,Queens,Queens,33,27
037/33,Queens,Queens,33,27
038/33,Queens,Queens,33,27
039/33,Queens,Queens,33,27
040/33,Queens,Queens,33,27
041/33,Queens,Queens,33,27
042/33,Queens,Queens,33,27
043/33,Queens,Queens,33,27
044/33,Queens,Queens,33,27
045/33,Queens,Queens,33,27
046/33,Queens,Queens,33,27
047/33,Queens,Queens,33,27
048/33,Queens,Queens,33,27
049/33,Queens,Queens,33,27
050/33,Queens,Queens,33,27
051/33,Queens,Queens,33,27
052/33,Queens,Queens,33,27
053/33,Queens,Queens,33,27
054/33,Queens,Queens,33,27
055/33,Queens,Queens,33,27
056/33,Queens,Queens,33,27
057/33,Queens,Queens,33,27
058/33,Queens,Queens,33,27
059/33,Queens,Queens,33,27
060/33,Queens,Queens,33,27
061/33,Queens,Queens,33,27
062/33,Queens,Queens,33,27
063/33,Queens,Queens,33,27
064/33,Queens,Queens,33,27
065/33,Queens,Queens,33,27
066/33,Queens,Queens,33,27
067/33,Queens,Queens,33,27
068/33,Queens,Queens,33,27
069/33,Queens,Queens,33,27
070/33,Queens,Queens,33,27
071/33,Queens,Queens,33,27
072/33,Queens,Queens,33,27
073/33,Queens,Queens,33,27
074/33,Queens,Queens,33,23
075/33,Queens,Queens,33,23
076/33,Queens,Queens,33,23
077/33,Queens,Queens,33,27
078/33,Queens,Queens,33,27
079/33,Queens,Queens,33,27
001/34,Queens,Queens,34,21
002/34,Queens,Queens,34,21
003/34,Queens,Queens,34,21
004/34,Queens,Queens,34,21
005/34,Queens,Queens,34,21
006/34,Queens,Queens,34,25
007/34,Queens,Queens,34,21
008/34,Queens,Queens,34,25
009/34,Queens,Queens,34,21
010/34,Queens,Queens,34,22
011/34,Queens,Queens,34,22
012/34,Queens,Queens,34,21
013/34,Queens,Queens,34,25
014/34,Queens,Queens,34,25
015/34,Queens,Queens,34,25
016/34,Queens,Queens,34,25
017/34,Queens,Queens,34,25
018/34,Queens,Queens,34,25
019/34,Queens,Queens,34,25
020/34,Queens,Queens,34,25
021/34,Queens,Queens,34,25
022/34,Queens,Queens,34,25
023/34,Queens,Queens,34,25
024/34,Queens,Queens,34,25
025/34,Queens,Queens,34,25
026/34,Queens,Queens,34,25
027/34,Queens,Queens,34,25
028/34,Queens,Queens,34,25
029/34,Queens,Queens,34,25
030/34,Queens,Queens,34,25
031/34,Queens,Queens,34,25
032/34,Queens,Queens,34,25
033/34,Queens,Queens,34,25
034/34,Queens,Queens,34,25
035/34,Queens,Queens,34,25
036/34,Queens,Queens,34,25
037/34,Queens,Queens,34,25
038/34,Queens,Queens,34,25
039/34,Queens,Queens,34,22
040/34,Queens,Queens,34,22
041/34,Queens,Queens,34,22
042/34,Queens,Queens,34,22
043/34,Queens,Queens,34,26
044/34,Queens,Queens,34,26
045/34,Queens,Queens,34,26
046/34,Queens,Queens,34,26
047/34,Queens,Queens,34,26
048/34,Queens,Queens,34,26
049/34,Queens,Queens,34,26
050/34,Queens,Queens,34,26
051/34,Queens,Queens,34,26
052/34,Queens,Queens,34,26
053/34,Queens,Queens,34,30
054/34,Queens,Queens,34,30
055/34,Queens,Queens,34,26
056/34,Queens,Queens,34,30
057/34,Queens,Queens,34,26
058/34,Queens,Queens,34,25
059/34,Queens,Queens,34,25
060/34,Queens,Queens,34,26
061/34,Queens,Queens,34,30
062/34,Queens,Queens,34,30
063/34,Queens,Queens,34,25
065/34,Queens,Queens,34,21
066/34,Queens,Queens,34,21
067/34,Queens,Queens,34,25
068/34,Queens,Queens,34,25
069/34,Queens,Queens,34,25
070/34,Queens,Queens,34,26
071/34,Queens,Queens,34,26
072/34,Queens,Queens,34,25
073/34,Queens,Queens,34,22
001/35,Queens,Queens,35,25
002/35,Queens,Queens,35,25
003/35,Queens,Queens,35,25
004/35,Queens,Queens,35,25
005/35,Queens,Queens,35,25
006/35,Queens,Queens,35,25
007/35,Queens,Queens,35,25
008/35,Queens,Queens,35,25
009/35,Queens,Queens,35,25
010/35,Queens,Queens,35,25
011/35,Queens,Queens,35,25
012/35,Queens,Queens,35,25
013/35,Queens,Queens,35,21
014/35,Queens,Queens,35,21
015/35,Queens,Queens,35,21
016/35,Queens,Queens,35,21
017/35,Queens,Queens,35,21
018/35,Queens,Queens,35,21
019/35,Queens,Queens,35,21
020/35,Queens,Queens,35,21
021/35,Queens,Queens,35,21
022/35,Queens,Queens,35,21
023/35,Queens,Queens,35,29
024/35,Queens,Queens,35,29
025/35,Queens,Queens,35,21
026/35,Queens,Queens,35,29
027/35,Queens,Queens,35,29
028/35,Queens,Queens,35,21
029/35,Queens,Queens,35,21
030/35,Queens,Queens,35,29
032/35,Queens,Queens,35,21
033/35,Queens,Queens,35,25
035/35,Queens,Queens,35,21
036/35,Queens,Queens,35,25
037/35,Queens,Queens,35,21
038/35,Queens,Queens,35,21
039/35,Queens,Queens,35,21
040/35,Queens,Queens,35,21
041/35,Queens,Queens,35,21
042/35,Queens,Queens,35,21
043/35,Queens,Queens,35,21
044/35,Queens,Queens,35,21
045/35,Queens,Queens,35,21
046/35,Queens,Queens,35,21
047/35,Queens,Queens,35,21
048/35,Queens,Queens,35,21
049/35,Queens,Queens,35,22
050/35,Queens,Queens,35,22
051/35,Queens,Queens,35,21
052/35,Queens,Queens,35,21
053/35,Queens,Queens,35,21
054/35,Queens,Queens,35,21
063/35,Queens,Queens,35,25
064/35,Queens,Queens,35,29
065/35,Queens,Queens,35,21
066/35,Queens,Queens,35,21
001/36,Queens,Queens,36,22
002/36,Queens,Queens,36,22
003/36,Queens,Queens,36,22
004/36,Queens,Queens,36,22
005/36,Queens,Queens,36,22
006/36,Queens,Queens,36,22
007/36,Queens,Queens,36,22
008/36,Queens,Queens,36,22
009/36,Queens,Queens,36,22
010/36,Queens,Queens,36,22
011/36,Queens,Queens,36,22
012/36,Queens,Queens,36,22
013/36,Queens,Queens,36,22
014/36,Queens,Queens,36,22
015/36,Queens,Queens,36,22
016/36,Queens,Queens,36,22
017/36,Queens,Queens,36,22
018/36,Queens,Queens,36,22
019/36,Queens,Queens,36,22
020/36,Queens,Queens,36,22
021/36,Queens,Queens,36,22
022/36,Queens,Queens,36,22
023/36,Queens,Queens,36,22
024/36,Queens,Queens,36,22
025/36,Queens,Queens,36,22
026/36,Queens,Queens,36,26
027/36,Queens,Queens,36,22
028/36,Queens,Queens,36,26
029/36,Queens,Queens,36,22
030/36,Queens,Queens,36,22
031/36,Queens,Queens,36,22
032/36,Queens,Queens,36,22
033/36,Queens,Queens,36,22
034/36,Queens,Queens,36,22
035/36,Queens,Queens,36,22
036/36,Queens,Queens,36,22
037/36,Queens,Queens,36,22
038/36,Queens,Queens,36,22
039/36,Queens,Queens,36,22
040/36,Queens,Queens,36,22
041/36,Queens,Queens,36,22
042/36,Queens,Queens,36,22
043/36,Queens,Queens,36,22
044/36,Queens,Queens,36,25
045/36,Queens,Queens,36,22
046/36,Queens,Queens,36,22
047/36,Queens,Queens,36,22
048/36,Queens,Queens,36,22
049/36,Queens,Queens,36,22
050/36,Queens,Queens,36,22
051/36,Queens,Queens,36,22
052/36,Queens,Queens,36,22
053/36,Queens,Queens,36,22
054/36,Queens,Queens,36,22
055/36,Queens,Queens,36,22
056/36,Queens,Queens,36,22
057/36,Queens,Queens,36,22
058/36,Queens,Queens,36,22
059/36,Queens,Queens,36,22
060/36,Queens,Queens,36,22
061/36,Queens,Queens,36,22
062/36,Queens,Queens,36,22
063/36,Queens,Queens,36,22
064/36,Queens,Queens,36,26
065/36,Queens,Queens,36,26
066/36,Queens,Queens,36,22
067/36,Queens,Queens,36,22
072/36,Queens,Queens,36,22
073/36,Queens,Queens,36,22
074/36,Queens,Queens,36,22
075/36,Queens,Queens,36,22
076/36,Queens,Queens,36,22
077/36,Queens,Queens,36,22
078/36,Queens,Queens,36,22
079/36,Queens,Queens,36,22
080/36,Queens,Queens,36,22
081/36,Queens,Queens,36,22
082/36,Queens,Queens,36,22
083/36,Queens,Queens,36,22
001/37,Queens,Queens,37,22
002/37,Queens,Queens,37,22
003/37,Queens,Queens,37,22
004/37,Queens,Queens,37,22
005/37,Queens,Queens,37,26
006/37,Queens,Queens,37,26
007/37,Queens,Queens,37,26
008/37,Queens,Queens,37,26
009/37,Queens,Queens,37,26
010/37,Queens,Queens,37,26
011/37,Queens,Queens,37,26
012/37,Queens,Queens,37,26
013/37,Queens,Queens,37,26
014/37,Queens,Queens,37,26
015/37,Queens,Queens,37,26
016/37,Queens,Queens,37,26
017/37,Queens,Queens,37,26
018/37,Queens,Queens,37,26
019/37,Queens,Queens,37,26
020/37,Queens,Queens,37,26
021/37,Queens,Queens,37,26
022/37,Queens,Queens,37,26
023/37,Queens,Queens,37,26
024/37,Queens,Queens,37,26
025/37,Queens,Queens,37,26
026/37,Queens,Queens,37,30
027/37,Queens,Queens,37,26
028/37,Queens,Queens,37,26
029/37,Queens,Queens,37,26
030/37,Queens,Queens,37,26
031/37,Queens,Queens,37,26
032/37,Queens,Queens,37,26
033/37,Queens,Queens,37,26
034/37,Queens,Queens,37,26
035/37,Queens,Queens,37,26
036/37,Queens,Queens,37,26
037/37,Queens,Queens,37,26
038/37,Queens,Queens,37,26
039/37,Queens,Queens,37,26
040/37,Queens,Queens,37,30
041/37,Queens,Queens,37,30
042/37,Queens,Queens,37,30
043/37,Queens,Queens,37,30
044/37,Queens,Queens,37,30
045/37,Queens,Queens,37,30
046/37,Queens,Queens,37,30
047/37,Queens,Queens,37,30
048/37,Queens,Queens,37,30
049/37,Queens,Queens,37,30
050/37,Queens,Queens,37,30
051/37,Queens,Queens,37,34
052/37,Queens,Queens,37,30
053/37,Queens,Queens,37,34
054/37,Queens,Queens,37,30
055/37,Queens,Queens,37,34
056/37,Queens,Queens,37,34
057/37,Queens,Queens,37,34
058/37,Queens,Queens,37,34
059/37,Queens,Queens,37,34
060/37,Queens,Queens,37,34
061/37,Queens,Queens,37,30
062/37,Queens,Queens,37,30
063/37,Queens,Queens,37,26
064/37,Queens,Queens,37,26
065/37,Queens,Queens,37,26
066/37,Queens,Queens,37,30
067/37,Queens,Queens,37,30
068/37,Queens,Queens,37,30
075/37,Queens,Queens,37,26
076/37,Queens,Queens,37,26
077/37,Queens,Queens,37,26
078/37,Queens,Queens,37,26
079/37,Queens,Queens,37,26
080/37,Queens,Queens,37,26
081/37,Queens,Queens,37,26
082/37,Queens,Queens,37,26
083/37,Queens,Queens,37,26
084/37,Queens,Queens,37,30
085/37,Queens,Queens,37,30
086/37,Queens,Queens,37,30
087/37,Queens,Queens,37,34
088/37,Queens,Queens,37,26
001/38,Queens,Queens,38,34
002/38,Queens,Queens,38,34
003/38,Queens,Queens,38,34
004/38,Queens,Queens,38,34
005/38,Queens,Queens,38,34
006/38,Queens,Queens,38,34
007/38,Queens,Queens,38,34
008/38,Queens,Queens,38,34
009/38,Queens,Queens,38,30
010/38,Queens,Queens,38,30
011/38,Queens,Queens,38,30
012/38,Queens,Queens,38,30
013/38,Queens,Queens,38,30
014/38,Queens,Queens,38,30
015/38,Queens,Queens,38,30
016/38,Queens,Queens,38,30
017/38,Queens,Queens,38,30
018/38,Queens,Queens,38,30
019/38,Queens,Queens,38,30
020/38,Queens,Queens,38,28
021/38,Queens,Queens,38,30
022/38,Queens,Queens,38,30
023/38,Queens,Queens,38,30
024/38,Queens,Queens,38,30
025/38,Queens,Queens,38,30
026/38,Queens,Queens,38,30
027/38,Queens,Queens,38,32
028/38,Queens,Queens,38,30
029/38,Queens,Queens,38,32
030/38,Queens,Queens,38,32
031/38,Queens,Queens,38,32
032/38,Queens,Queens,38,32
033/38,Queens,Queens,38,32
034/38,Queens,Queens,38,32
035/38,Queens,Queens,38,32
036/38,Queens,Queens,38,32
037/38,Queens,Queens,38,32
038/38,Queens,Queens,38,28
039/38,Queens,Queens,38,28
040/38,Queens,Queens,38,28
041/38,Queens,Queens,38,28
042/38,Queens,Queens,38,28
043/38,Queens,Queens,38,28
044/38,Queens,Queens,38,32
045/38,Queens,Queens,38,30
046/38,Queens,Queens,38,32
047/38,Queens,Queens,38,32
048/38,Queens,Queens,38,32
049/38,Queens,Queens,38,32
050/38,Queens,Queens,38,32
051/38,Queens,Queens,38,32
052/38,Queens,Queens,38,32
053/38,Queens,Queens,38,30
054/38,Queens,Queens,38,32
055/38,Queens,Queens,38,32
056/38,Queens,Queens,38,32
057/38,Queens,Queens,38,32
058/38,Queens,Queens,38,32
059/38,Queens,Queens,38,32
062/38,Queens,Queens,38,34
063/38,Queens,Queens,38,32
064/38,Queens,Queens,38,34
065/38,Queens,Queens,38,30
066/38,Queens,Queens,38,30
067/38,Queens,Queens,38,30
068/38,Queens,Queens,38,30
069/38,Queens,Queens,38,28
070/38,Queens,Queens,38,28
071/38,Queens,Queens,38,32
001/39,Queens,Queens,39,21
002/39,Queens,Queens,39,21
003/39,Queens,Queens,39,21
004/39,Queens,Queens,39,21
005/39,Queens,Queens,39,21
006/39,Queens,Queens,39,21
007/39,Queens,Queens,39,21
008/39,Queens,Queens,39,21
009/39,Queens,Queens,39,21
010/39,Queens,Queens,39,21
011/39,Queens,Queens,39,25
012/39,Queens,Queens,39,21
013/39,Queens,Queens,39,25
014/39,Queens,Queens,39,25
015/39,Queens,Queens,39,25
016/39,Queens,Queens,39,25
017/39,Queens,Queens,39,25
018/39,Queens,Queens,39,21
019/39,Queens,Queens,39,25
020/39,Queens,Queens,39,25
021/39,Queens,Queens,39,25
022/39,Queens,Queens,39,26
023/39,Queens,Queens,39,25
024/39,Queens,Queens,39,25
025/39,Queens,Queens,39,25
026/39,Queens,Queens,39,25
027/39,Queens,Queens,39,25
028/39,Queens,Queens,39,21
029/39,Queens,Queens,39,25
030/39,Queens,Queens,39,25
031/39,Queens,Queens,39,25
032/39,Queens,Queens,39,25
033/39,Queens,Queens,39,25
034/39,Queens,Queens,39,25
035/39,Queens,Queens,39,25
036/39,Queens,Queens,39,30
037/39,Queens,Queens,39,25
038/39,Queens,Queens,39,25
040/39,Queens,Queens,39,25
041/39,Queens,Queens,39,25
042/39,Queens,Queens,39,25
043/39,Queens,Queens,39,25
044/39,Queens,Queens,39,25
045/39,Queens,Queens,39,25
046/39,Queens,Queens,39,25
047/39,Queens,Queens,39,25
048/39,Queens,Queens,39,25
049/39,Queens,Queens,39,25
050/39,Queens,Queens,39,25
051/39,Queens,Queens,39,25
052/39,Queens,Queens,39,21
053/39,Queens,Queens,39,21
054/39,Queens,Queens,39,21
055/39,Queens,Queens,39,25
056/39,Queens,Queens,39,25
001/40,Queens,Queens,40,19
002/40,Queens,Queens,40,19
003/40,Queens,Queens,40,20
004/40,Queens,Queens,40,19
005/40,Queens,Queens,40,19
006/40,Queens,Queens,40,19
007/40,Queens,Queens,40,19
008/40,Queens,Queens,40,20
009/40,Queens,Queens,40,19
010/40,Queens,Queens,40,19
011/40,Queens,Queens,40,19
012/40,Queens,Queens,40,19
013/40,Queens,Queens,40,19
014/40,Queens,Queens,40,20
015/40,Queens,Queens,40,20
016/40,Queens,Queens,40,20
017/40,Queens,Queens,40,19
018/40,Queens,Queens,40,20
019/40,Queens,Queens,40,20
020/40,Queens,Queens,40,20
021/40,Queens,Queens,40,20
022/40,Queens,Queens,40,20
023/40,Queens,Queens,40,20
024/40,Queens,Queens,40,20
025/40,Queens,Queens,40,20
026/40,Queens,Queens,40,20
027/40,Queens,Queens,40,20
028/40,Queens,Queens,40,20
029/40,Queens,Queens,40,20
030/40,Queens,Queens,40,20
031/40,Queens,Queens,40,20
032/40,Queens,Queens,40,20
033/40,Queens,Queens,40,20
034/40,Queens,Queens,40,20
035/40,Queens,Queens,40,20
036/40,Queens,Queens,40,20
037/40,Queens,Queens,40,20
038/40,Queens,Queens,40,20
039/40,Queens,Queens,40,20
040/40,Queens,Queens,40,20
041/40,Queens,Queens,40,20
042/40,Queens,Queens,40,20
043/40,Queens,Queens,40,20
044/40,Queens,Queens,40,20
045/40,Queens,Queens,40,20
046/40,Queens,Queens,40,20
047/40,Queens,Queens,40,20
048/40,Queens,Queens,40,20
049/40,Queens,Queens,40,20
050/40,Queens,Queens,40,20
051/40,Queens,Queens,40,20
052/40,Queens,Queens,40,20
053/40,Queens,Queens,40,20
056/40,Queens,Queens,40,20
057/40,Queens,Queens,40,20
058/40,Queens,Queens,40,20
059/40,Queens,Queens,40,20
060/40,Queens,Queens,40,20
001/61,Richmond,Staten Island,61,49
002/61,Richmond,Staten Island,61,49
003/61,Richmond,Staten Island,61,49
004/61,Richmond,Staten Island,61,49
005/61,Richmond,Staten Island,61,49
006/61,Richmond,Staten Island,61,49
007/61,Richmond,Staten Island,61,49
008/61,Richmond,Staten Island,61,49
009/61,Richmond,Staten Island,61,49
010/61,Richmond,Staten Island,61,49
011/61,Richmond,Staten Island,61,49
012/61,Richmond,Staten Island,61,49
013/61,Richmond,Staten Island,61,49
014/61,Richmond,Staten Island,61,49
015/61,Richmond,Staten Island,61,49
016/61,Richmond,Staten Island,61,49
017/61,Richmond,Staten Island,61,49
018/61,Richmond,Staten Island,61,49
019/61,Richmond,Staten Island,61,49
020/61,Richmond,Staten Island,61,49
021/61,Richmond,Staten Island,61,49
022/61,Richmond,Staten Island,61,49
023/61,Richmond,Staten Island,61,49
024/61,Richmond,Staten Island,61,49
025/61,Richmond,Staten Island,61,49
026/61,Richmond,Staten Island,61,49
027/61,Richmond,Staten Island,61,49
028/61,Richmond,Staten Island,61,49
029/61,Richmond,Staten Island,61,49
030/61,Richmond,Staten Island,61,49
031/61,Richmond,Staten Island,61,49
032/61,Richmond,Staten Island,61,49
033/61,Richmond,Staten Island,61,49
034/61,Richmond,Staten Island,61,50
035/61,Richmond,Staten Island,61,50
036/61,Richmond,Staten Island,61,50
037/61,Richmond,Staten Island,61,49
038/61,Richmond,Staten Island,61,49
039/61,Richmond,Staten Island,61,49
040/61,Richmond,Staten Island,61,49
041/61,Richmond,Staten Island,61,49
042/61,Richmond,Staten Island,61,49
043/61,Richmond,Staten Island,61,49
044/61,Richmond,Staten Island,61,49
045/61,Richmond,Staten Island,61,50
046/61,Richmond,Staten Island,61,50
047/61,Richmond,Staten Island,61,50
048/61,Richmond,Staten Island,61,50
049/61,Richmond,Staten Island,61,49
050/61,Richmond,Staten Island,61,49
051/61,Richmond,Staten Island,61,49
052/61,Richmond,Staten Island,61,49
053/61,Richmond,Staten Island,61,49
054/61,Richmond,Staten Island,61,49
055/61,Richmond,Staten Island,61,49
056/61,Richmond,Staten Island,61,49
057/61,Richmond,Staten Island,61,49
058/61,Richmond,Staten Island,61,49
059/61,Richmond,Staten Island,61,49
060/61,Richmond,Staten Island,61,49
061/61,Richmond,Staten Island,61,49
062/61,Richmond,Staten Island,61,49
063/61,Richmond,Staten Island,61,50
064/61,Richmond,Staten Island,61,49
065/61,Richmond,Staten Island,61,49
066/61,Richmond,Staten Island,61,49
067/61,Richmond,Staten Island,61,49
068/61,Richmond,Staten Island,61,49
069/61,Richmond,Staten Island,61,49
070/61,Richmond,Staten Island,61,49
071/61,Richmond,Staten Island,61,49
072/61,Richmond,Staten Island,61,49
073/61,Richmond,Staten Island,61,49
074/61,Richmond,Staten Island,61,49
075/61,Richmond,Staten Island,61,49
076/61,Richmond,Staten Island,61,49
077/61,Richmond,Staten Island,61,49
078/61,Richmond,Staten Island,61,49
001/62,Richmond,Staten Island,62,51
002/62,Richmond,Staten Island,62,51
003/62,Richmond,Staten Island,62,51
004/62,Richmond,Staten Island,62,51
005/62,Richmond,Staten Island,62,51
006/62,Richmond,Staten Island,62,51
007/62,Richmond,Staten Island,62,51
008/62,Richmond,Staten Island,62,51
009/62,Richmond,Staten Island,62,51
010/62,Richmond,Staten Island,62,51
011/62,Richmond,Staten Island,62,51
012/62,Richmond,Staten Island,62,51
013/62,Richmond,Staten Island,62,51
014/62,Richmond,Staten Island,62,51
015/62,Richmond,Staten Island,62,51
016/62,Richmond,Staten Island,62,51
017/62,Richmond,Staten Island,62,51
018/62,Richmond,Staten Island,62,51
019/62,Richmond,Staten Island,62,51
020/62,Richmond,Staten Island,62,51
021/62,Richmond,Staten Island,62,51
022/62,Richmond,Staten Island,62,51
023/62,Richmond,Staten Island,62,51
024/62,Richmond,Staten Island,62,51
025/62,Richmond,Staten Island,62,51
026/62,Richmond,Staten Island,62,51
027/62,Richmond,Staten Island,62,51
028/62,Richmond,Staten Island,62,51
029/62,Richmond,Staten Island,62,51
030/62,Richmond,Staten Island,62,51
031/62,Richmond,Staten Island,62,51
032/62,Richmond,Staten Island,62,51
033/62,Richmond,Staten Island,62,51
034/62,Richmond,Staten Island,62,51
035/62,Richmond,Staten Island,62,51
036/62,Richmond,Staten Island,62,51
037/62,Richmond,Staten Island,62,51
038/62,Richmond,Staten Island,62,51
039/62,Richmond,Staten Island,62,51
040/62,Richmond,Staten Island,62,51
041/62,Richmond,Staten Island,62,51
042/62,Richmond,Staten Island,62,51
043/62,Richmond,Staten Island,62,51
044/62,Richmond,Staten Island,62,51
045/62,Richmond,Staten Island,62,51
046/62,Richmond,Staten Island,62,51
047/62,Richmond,Staten Island,62,51
048/62,Richmond,Staten Island,62,51
049/62,Richmond,Staten Island,62,51
050/62,Richmond,Staten Island,62,51
051/62,Richmond,Staten Island,62,51
052/62,Richmond,Staten Island,62,51
053/62,Richmond,Staten Island,62,51
054/62,Richmond,Staten Island,62,51
055/62,Richmond,Staten Island,62,51
056/62,Richmond,Staten Island,62,51
057/62,Richmond,Staten Island,62,51
058/62,Richmond,Staten Island,62,51
059/62,Richmond,Staten Island,62,51
060/62,Richmond,Staten Island,62,51
061/62,Richmond,Staten Island,62,51
